ogrn,inn,actives_x,revenue_x,short_term_debt_x,long_term_debt_x,name,okveds,ustavnoi_capital,location,egrul_registration_date,respondent,plaintiffs,third,participated,is_tenderous,region_id,email,phone
1206300015525,6320046647,1019.0,493.0,0.0,0.0,ООО,"['46.49.49', '22.19.7', '22.29.2', '32.30', '43.21', '43.91', '46.13.2', '46.90']",10000,"САМАРСКАЯ ОБЛАСТЬ,
Г. ТОЛЬЯТТИ",27.02.2020,0,0,0,0,0,63,slava.truxanov163@mail.ru,+7 (927) 779-29-61
1207800029161,7804665713,16247.0,14212.0,15942.0,0.0,ООО,"['43.99.7', '16.23', '16.23.2', '22.19', '22.19.7', '22.21', '22.23', '22.29', '22.29.2', '22.29.9', '23.61', '23.69', '25.61', '25.62', '25.93', '32.30', '32.40', '43.29', '43.99.4', '43.99.9', '46.18.2', '46.90', '47.99', '81.30']",100000,Г.Санкт-Петербург,28.02.2020,0,0,0,0,0,78,0,0
1206300016867,6321462248,10.0,0.0,0.0,0.0,ООО,"['46.49.49', '22.19.7', '22.29.2', '32.30', '46.90']",10000,"САМАРСКАЯ ОБЛАСТЬ,
Г. ТОЛЬЯТТИ",03.03.2020,0,0,0,0,0,63,0,0
1206300023984,6320047697,178.0,2783.0,74.0,0.0,ООО,"['46.69.2', '22.19.7', '33.19', '45.31', '45.32', '46.90', '47.19']",10000,"САМАРСКАЯ ОБЛАСТЬ,
Г. ТОЛЬЯТТИ",03.04.2020,0,0,0,0,0,63,0,0
1201600028024,1658225260,0.0,0.0,0.0,0.0,ООО,"['45.31', '13.92', '13.93', '22.19.7', '22.29.9', '32.40', '32.99.9', '45.32', '46.47.3', '46.49.49', '46.90', '47.78.9', '47.91.2', '47.91.4']",10000,"РЕСПУБЛИКА ТАТАРСТАН,
Г. КАЗАНЬ",09.04.2020,0,0,0,0,0,16,0,0
1202400010361,2465331601,3193.0,6105.0,238.0,0.0,ООО,"['46.63', '22.19.7', '22.29.9', '25.62', '33.12', '33.20', '46.61', '46.62', '46.69', '46.73.6', '46.90', '52.29', '62.09', '71.20', '74.90.6']",10888,"КРАСНОЯРСКИЙ КРАЙ,
Г. КРАСНОЯРСК",14.05.2020,0,0,0,0,0,24,0,0
1206100020532,6122020220,2171.0,4899.0,1434.0,0.0,ООО,"['21.20.2', '13.99', '21.20.1', '22.19.5', '22.19.7', '46.18', '46.18.12', '46.45', '46.46.1', '46.46.2', '46.49.4', '46.69', '46.69.8', '46.90', '47.73', '47.74', '47.75', '52.10', '52.24', '52.29']",10000,"РОСТОВСКАЯ ОБЛАСТЬ,
Р-Н МЯСНИКОВСКИЙ,
Х ЛЕНИНАВАН",15.06.2020,0,0,0,0,0,61,maski.2020@inbox.ru,+7 (928) 619-11-22
1203300004544,3311024480,338.0,2844.0,276.0,0.0,ООО,"['46.90', '22.19.7', '22.21', '25.11', '25.29', '25.40', '25.61', '25.62', '25.93', '25.93.1', '25.94', '25.99', '26.30.17', '26.51', '27.12', '27.51', '28.12', '28.12.1', '28.30', '28.91', '28.94', '29.10', '33.14', '33.20', '41.20', '43.99', '43.99.5', '43.99.7', '46.15.3', '46.15.4', '46.43.2', '46.43.3', '46.69.2', '46.69.5', '46.69.6', '46.69.7', '47.43', '47.52.73', '47.78.9', '49.41', '49.41.2', '61.10.9', '77.39.29', '95.12']",10000,"ВЛАДИМИРСКАЯ ОБЛАСТЬ,
Р-Н АЛЕКСАНДРОВСКИЙ,
ПГТ БАЛАКИРЕВО",17.06.2020,0,0,0,0,0,33,s8001167@gmail.com,+7 (903) 144-76-64
1206700010054,6732197420,0.0,0.0,0.0,0.0,ООО,"['45.20.2', '22.19.7', '25.62', '29.32', '43.21', '43.29', '43.39', '45.32', '46.72', '46.90', '49.41.2', '77.39.1', '97.00']",110000,"СМОЛЕНСКАЯ ОБЛАСТЬ,
Г. СМОЛЕНСК",03.07.2020,0,0,0,0,0,67,0,0
1200200036838,273935765,748.0,1040.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2,0,0
1207800083171,7811748985,13806.0,97388.0,7246.0,0.0,ООО,"['52.29', '22.11', '22.19', '22.19.7', '22.29', '25.11', '25.12', '35.30.4', '43.39', '46.69.9', '46.73', '46.90', '49.10', '49.20', '49.41', '49.42', '52.10', '52.21.1', '52.21.2', '52.24', '62.01', '68.10', '68.20', '69.10', '69.20', '70.10', '70.22', '71.11', '71.12', '81.30', '82.11', '82.19']",10000,Г.Санкт-Петербург,10.07.2020,0,0,0,0,0,78,0,0
1204700013352,4705087512,535.0,1055.0,0.0,0.0,ООО,"['22.19.4', '22.19.1', '22.19.2', '22.19.3', '22.19.5', '22.19.7', '22.21', '28.22.7', '46.69', '46.73.6', '46.76.3', '46.90']",120000,"ЛЕНИНГРАДСКАЯ ОБЛАСТЬ,
Р-Н ГАТЧИНСКИЙ,
Г. ГАТЧИНА",03.08.2020,0,0,0,0,0,47,0,0
1203200004402,3257075557,827.0,216.0,817.0,0.0,ООО,"['46.49.49', '13.99.9', '22.19.4', '22.19.7', '22.29.2', '33.12', '46.69.2', '46.69.4', '46.75.2', '47.99']",10000,"БРЯНСКАЯ ОБЛАСТЬ,
Г. БРЯНСК",03.08.2020,0,0,0,0,0,32,0,0
1207700312335,9703016547,20.0,0.0,0.0,0.0,ООО,"['20.16', '13.10', '13.20', '13.91', '20.30', '20.59', '20.60', '22.19', '22.19.1', '22.19.5', '22.19.7', '22.21', '22.22', '22.23', '22.29', '38.11', '38.21', '38.32', '38.32.5', '38.32.53', '38.32.55', '41.10', '41.20', '42.21', '42.22', '42.99', '43.99', '45.20', '46.12', '46.16', '46.18', '46.19', '46.41', '46.77', '46.90', '49.41', '49.42', '52.10', '77.39.1']",20000,ГОРОД МОСКВА,27.08.2020,0,0,0,0,0,97,0,0
1202300050710,2367015830,0.0,0.0,0.0,0.0,ООО,"['46.75', '20.17', '22.11', '22.19', '22.19.1', '22.19.2', '22.19.3', '22.19.5', '22.19.7', '22.21', '22.22', '22.23', '22.29', '22.29.9', '41.10', '41.20', '43.11', '43.21', '43.22', '43.29', '43.31', '43.32', '43.33', '43.34', '45.11', '46.90', '47.19', '49.41', '68.10', '68.20', '68.31', '77.11', '77.12', '77.34', '82.99']",10000,"КРАСНОДАРСКИЙ КРАЙ,
Г. СОЧИ",15.09.2020,0,0,0,0,0,23,0,0
1207700411390,9724026970,0.0,0.0,0.0,0.0,ООО,"['47.91', '13.95', '13.96.4', '17.22', '20.41', '20.42', '20.59.5', '22.19.6', '22.19.7', '46.17.1', '46.18.1', '46.19', '46.31.1', '46.31.2', '46.36', '46.37', '46.38.21', '46.38.23', '46.38.24', '46.38.25', '46.75', '47.11', '47.11.2', '47.11.3', '47.21', '47.21.1', '47.21.2', '47.24', '47.24.2', '47.24.21', '47.24.22', '47.29', '47.29.21', '47.29.22', '47.29.31', '47.29.32', '47.29.33', '47.29.34', '47.29.35', '47.29.39', '47.74.1', '47.75', '47.75.3', '47.78.9', '47.81', '47.89']",10000,Г.Москва,03.11.2020,0,0,0,0,0,97,0,0
1207000013021,7017480051,1229.0,0.0,0.0,0.0,ООО,"['32.50', '15.20', '22.19.7', '22.29.2', '30.92', '47.72', '47.74', '47.75', '77.29', '82.99', '95.23', '96.04']",10000,"ТОМСКАЯ ОБЛАСТЬ,
Г. ТОМСК",26.11.2020,0,0,0,0,0,70,iastr8@mail.ru,+7 (952) 177-18-89
1202700020104,2723212480,0.0,0.0,0.0,0.0,ООО,"['18.12', '13.92', '13.99.4', '13.99.9', '14.19.5', '14.39', '16.29', '17.29', '18.13', '22.19.6', '22.19.7', '22.29.1', '22.29.9', '25.62', '25.99.25', '25.99.3', '28.99.1', '28.99.9', '32.99.6', '32.99.9', '33.19', '43.99.5', '43.99.7', '43.99.9', '46.19', '46.90', '47.78.5', '47.78.9', '47.91', '53.20.39', '72.19.3', '73.11', '74.10', '74.20', '77.33.1', '77.39.29']",10000,"ХАБАРОВСКИЙ КРАЙ,
Г. ХАБАРОВСК",26.11.2020,0,0,0,0,0,27,0,0
1207400044202,7415106208,0.0,0.0,0.0,0.0,ООО,"['25.61', '22.11', '22.19', '22.19.1', '22.19.2', '22.19.3', '22.19.4', '22.19.5', '22.19.6', '22.19.7', '22.21', '22.22', '22.23', '22.29', '22.29.1', '22.29.2', '22.29.9', '25.11', '25.12', '25.21.1', '25.21.2', '25.29', '25.30.1', '25.50', '25.50.1', '25.50.2', '25.62', '25.71', '25.72', '25.73', '25.91', '25.92', '25.93', '25.93.1', '25.93.2', '25.94', '25.99', '25.99.1', '25.99.11', '25.99.12', '25.99.2', '25.99.21', '25.99.22', '25.99.26', '25.99.29', '27.11', '27.11.1', '27.12', '27.51', '27.52', '27.90', '28.11', '28.11.1', '28.11.2', '28.11.21', '28.11.22', '28.11.23', '28.12', '28.12.1', '28.13', '28.14', '28.15', '28.15.2', '28.21', '28.21.1', '28.21.2', '28.22', '28.22.41', '28.22.42', '28.22.7', '28.22.9', '28.24', '28.25', '28.25.1', '28.25.2', '28.29', '28.29.22', '28.29.3', '28.29.4', '28.29.42', '28.29.6', '28.29.7', '28.30.3', '28.30.5', '28.30.8', '28.30.83', '28.30.84', '28.30.85', '28.30.89', '28.41', '28.41.1', '28.41.2', '28.49', '28.49.12', '28.49.4', '28.91', '28.92', '28.99', '28.99.1', '28.99.9', '29.20', '29.20.5', '29.31', '29.32', '31.01', '31.09', '32.99', '33.12', '33.14', '33.20', '47.19', '47.51', '47.52.73', '47.91.2', '47.91.3', '47.91.4']",10000,"Челябинская область,
Г.О. МИАССКИЙ,
Г МИАСС",04.12.2020,0,0,0,0,0,74,0,0
1207800165385,7806579509,0.0,0.0,0.0,0.0,ООО,"['46.73.3', '22.11', '22.19', '22.19.1', '22.19.2', '22.19.3', '22.19.4', '22.19.5', '22.19.6', '22.19.7', '22.21', '22.22', '22.23', '22.29', '22.29.1', '22.29.2', '22.29.9', '33.12', '35.30.4', '35.30.5', '43.21', '43.22', '46.11.35', '46.13.2', '46.14.1', '46.15', '46.15.2', '46.15.3', '46.15.9', '46.16', '46.16.2', '46.18.91', '46.42', '46.49.49', '46.66', '46.74', '46.90', '47.52.5', '47.52.7', '47.71', '47.78', '49.41', '49.42', '52.29', '95.22.2']",50000,Г.Санкт-Петербург,11.12.2020,0,0,0,0,0,78,0,0
1207600022266,7603075150,10.0,0.0,0.0,0.0,ООО,"['71.11', '08.11', '08.12', '08.12.1', '22.11', '22.19.7', '25.61', '25.62', '25.73', '25.92', '25.94', '25.99', '28.22', '35.12', '41.10', '41.20', '42.11', '43.12', '43.13', '43.21', '43.22', '43.29', '43.31', '43.32', '43.33', '43.34', '43.39', '43.99', '45.20', '45.31', '46.15', '46.49', '46.65', '46.69', '46.71', '46.72', '46.74', '46.90', '49.41', '49.42', '52.10', '52.24', '52.29', '53.20', '71.12', '73.11', '73.20', '73.20.2', '77.12', '77.32', '78.10', '79.11', '81.10', '81.22', '81.29', '81.30', '82.92']",10000,"Ярославская область,
Г.О. ГОРОД ЯРОСЛАВЛЬ,
Г ЯРОСЛАВЛЬ",17.12.2020,0,0,0,0,0,76,0,0
1205200051693,5246055489,0.0,0.0,0.0,0.0,ООО,"['22.23', '22.11', '22.19', '22.19.1', '22.19.2', '22.19.3', '22.19.4', '22.19.5', '22.19.6', '22.19.7', '22.21', '22.29', '22.29.3', '22.29.9', '24.20', '24.20.1', '24.20.2', '24.20.3', '25.11', '25.12', '25.21', '25.21.1', '25.21.2', '25.29', '25.50.1', '25.50.2', '25.62', '25.91', '25.92', '25.93', '25.93.1', '25.93.2', '25.94', '25.99', '41.10', '41.20', '43.11', '43.12', '43.12.1', '43.12.2', '43.12.3', '43.12.4', '43.13', '43.21', '43.22', '43.29', '43.31', '43.32', '43.32.1', '43.32.2', '43.32.3', '43.33', '43.34', '43.34.1', '43.34.2', '43.39', '43.91', '43.99', '43.99.1', '43.99.2', '43.99.3', '43.99.4', '43.99.5', '43.99.6', '43.99.7', '43.99.9', '45.20', '45.20.1', '45.20.2', '45.20.3', '45.20.4', '45.20.5', '45.31', '45.31.1', '45.31.2', '45.32', '45.32.1', '45.32.2', '45.32.21', '45.32.22', '45.32.29', '47.19', '47.25.2', '47.71', '66.22', '71.12.13', '71.12.14', '71.12.2', '77.12', '77.29.9', '77.31', '77.32', '77.39', '77.39.2', '77.39.21', '77.39.29', '86.90']",90000,"Нижегородская область,
Г.О. ГОРОД БОР,
П НЕКЛЮДОВО",29.12.2020,0,0,0,0,0,52,0,0
1205200051605,5249173579,0.0,0.0,0.0,0.0,АО,"['22.19', '22.19.6', '22.19.7', '46.18', '46.18.9', '46.49', '46.49.49', '46.90', '82.92']",1000000,"Нижегородская область,
Г.О. ГОРОД ДЗЕРЖИНСК,
Г ДЗЕРЖИНСК",28.12.2020,0,0,0,0,0,52,0,0
1210200002506,266070101,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,2,uts2021@internet.ru,+7 (987) 018-59-00
1217600001189,7604373110,0.0,0.0,0.0,0.0,ООО,"['46.73', '08.12', '08.12.1', '22.11', '22.19.7', '25.61', '25.62', '25.73', '25.92', '25.94', '25.99', '28.22', '35.12', '41.10', '41.20', '42.11', '43.12', '43.13', '43.21', '43.22', '43.29', '43.99', '45.19', '45.20', '46.31', '46.32', '46.34', '46.36', '46.38', '46.39', '46.49', '46.69', '46.71', '46.72', '46.74', '46.90', '49.41', '49.42', '52.10', '52.24', '52.29', '53.20', '71.11', '71.20', '73.11', '73.20', '73.20.2', '77.12', '77.32', '78.10', '79.11', '81.10', '81.22', '81.29', '81.30', '82.92', '96.01']",10000,"Ярославская область,
Г.О. ГОРОД ЯРОСЛАВЛЬ,
Г ЯРОСЛАВЛЬ",27.01.2021,0,0,0,0,0,76,0,0
1217600001178,7604373103,0.0,0.0,0.0,0.0,ООО,"['49.41', '08.12', '08.12.1', '22.11', '22.19.7', '25.61', '25.62', '25.73', '25.92', '25.94', '25.99', '28.22', '35.12', '41.10', '41.20', '42.11', '43.12', '43.13', '43.21', '43.22', '43.29', '43.99', '45.19', '45.20', '46.31', '46.32', '46.34', '46.36', '46.38', '46.39', '46.49', '46.69', '46.71', '46.72', '46.73', '46.74', '46.90', '49.42', '52.10', '52.24', '52.29', '53.20', '71.11', '71.20', '73.11', '73.20', '73.20.2', '77.12', '77.32', '78.10', '79.11', '81.10', '81.22', '81.29', '81.30', '82.92', '96.01']",10000,"Ярославская область,
Г.О. ГОРОД ЯРОСЛАВЛЬ,
Г ЯРОСЛАВЛЬ",27.01.2021,0,0,0,0,0,76,0,0
1216100001732,6140012906,0.0,0.0,0.0,0.0,ООО,"['43.99', '22.19.7', '28.29', '28.96', '32.30', '38.32.54', '41.10', '41.20', '42.11', '42.99', '43.11', '43.12', '43.13', '43.21', '43.22', '43.29', '43.31', '43.32', '43.33', '43.34', '43.39', '43.91', '46.73.4', '46.73.6', '46.73.8', '46.75', '46.76.3', '46.77', '46.90', '71.11', '71.12.1', '71.12.2', '81.30']",10000,"Ростовская область,
Г.О. ГОРОД АЗОВ,
Г АЗОВ",28.01.2021,0,0,0,0,0,61,0,0
1217800011110,7804679480,0.0,0.0,0.0,0.0,ООО,"['28.99.9', '13.96.3', '13.99.9', '14.12', '15.12', '16.24', '16.29.13', '22.19.7', '22.29.2', '23.19.9', '23.70.3', '25.61', '25.73', '28.24', '28.41.1', '28.49.11', '28.49.2', '32.13', '33.11', '33.12', '33.20', '46.49', '46.62', '46.69', '46.90']",10000,Г.Санкт-Петербург,29.01.2021,0,0,0,0,0,78,info@jmo.ru,+7 (812) 542-35-70
1215000009003,5032325240,0.0,0.0,0.0,0.0,ООО,"['25.99.3', '22.11', '22.19', '22.19.6', '22.19.7', '22.21', '22.22', '22.23', '22.29', '25.11', '25.12', '25.21', '25.29', '25.61', '25.62', '26.52', '28.11', '28.12', '28.13', '28.14', '28.15', '28.21', '28.22', '28.23', '28.24', '28.25', '28.29', '28.30', '28.41', '28.49', '28.91', '28.92', '28.93', '28.94', '28.95', '28.96', '28.99', '32.30', '62.01', '62.02', '62.03', '62.09', '73.11', '73.12', '73.20']",10000,"Московская область,
Г.О. ОДИНЦОВСКИЙ,
Г ЗВЕНИГОРОД",03.02.2021,0,0,0,0,0,50,0,0
1217700042603,7734440329,0.0,0.0,0.0,0.0,ООО,"['46.46', '13.99.9', '14.12', '21.20.2', '22.19', '22.19.6', '22.19.7', '22.29', '32.50', '46.16', '46.18.1', '46.18.12', '46.69.8', '46.73.6', '46.90', '47.19', '47.51', '47.74', '47.75', '47.91', '47.99', '49.41', '52.29', '53.20.31', '53.20.39']",10000,Г.Москва,04.02.2021,0,0,0,0,0,77,0,0
1217700067826,9709069400,2062.0,1473.0,0.0,0.0,ООО,"['43.22', '20.11', '20.30', '22.19.1', '22.19.2', '22.19.3', '22.19.5', '22.19.7', '22.22', '22.23', '22.29.2', '22.29.3', '22.29.9', '23.42', '23.43', '23.44', '23.49', '23.99', '24.10', '24.20', '24.31', '24.33', '24.43', '24.44', '25.11', '25.21', '25.30', '25.50', '25.61', '25.73', '26.11', '26.12', '26.20', '26.30', '26.40', '26.51', '26.60', '26.80', '27.11', '27.12', '27.20', '27.31', '27.32', '27.33', '27.40', '27.51', '27.90', '28.11', '28.12', '28.13', '28.14', '28.15', '28.24', '28.29', '28.99', '33.11', '33.12', '33.13', '33.14', '33.17', '33.19', '33.20', '35.11', '35.12', '35.13', '35.14', '35.22', '35.23', '35.30', '36.00', '37.00', '39.00', '41.10', '42.21', '42.22', '42.99', '43.21', '43.29', '43.99', '46.12', '46.13', '46.14', '46.15', '46.19', '46.43', '46.49', '46.51', '46.52.1', '46.52.2', '46.69', '46.71', '46.75', '46.76', '46.90', '47.41', '47.42', '47.91', '58.11', '58.29', '62.01', '62.02.1', '62.02.2', '62.02.3', '62.02.9', '62.03', '63.11', '63.12', '63.91', '63.99', '68.10', '68.20', '68.31', '68.32', '69.10', '69.20', '70.10', '70.22', '71.11', '71.12', '71.20', '72.11', '72.19', '72.20', '74.10', '74.90', '77.11', '77.12', '77.21', '78.10', '79.90', '81.21', '81.22', '82.11', '82.99', '85.41', '85.42', '95.11', '95.12', '95.21', '95.22', '95.29', '96.09']",10000,Г.Москва,17.02.2021,0,0,0,0,0,97,0,0
1212600002405,2634108248,0.0,0.0,0.0,0.0,ООО,"['22.19.7', '20.30.1', '23.64', '43.31', '43.33', '43.99.4', '46.13.2', '46.73.4', '46.73.6']",10000,"Ставропольский край,
Г.О. ГОРОД СТАВРОПОЛЬ,
Г СТАВРОПОЛЬ",03.03.2021,0,0,0,0,0,26,0,0
1217700123431,7733366584,0.0,0.0,0.0,0.0,ООО,"['46.43.1', '22.19.7', '22.29.2', '22.29.9', '26.30.11', '26.30.12', '26.30.13', '26.30.14', '26.30.15', '26.30.16', '26.30.19', '26.30.5', '27.90', '33.14', '33.20', '46.15.3', '46.15.9', '46.43', '46.44', '46.49', '46.90', '47.19', '47.51', '47.54', '47.59', '47.75', '47.78', '47.99']",20000,Г.Москва,19.03.2021,0,0,0,0,0,77,0,0
1213100004270,3123478402,0.0,0.0,0.0,0.0,ООО,"['46.69.2', '22.19', '22.19.2', '22.19.7', '22.21', '22.29', '22.29.2', '22.29.9', '25.50.2', '25.62', '25.94', '25.99.2', '45.31.1', '46.13.2', '46.32.3', '46.34.23', '46.49.33', '46.73.3', '46.73.4', '46.73.6', '49.41.2', '56.10.21', '56.29', '56.30']",10000,"Белгородская область,
Г.О. ГОРОД БЕЛГОРОД,
Г БЕЛГОРОД",24.03.2021,0,0,0,0,0,31,0,0
1212200009086,2222891351,0.0,0.0,0.0,0.0,ООО,"['81.22', '22.19.7', '43.21', '43.29', '43.31', '43.39', '46.90', '47.59.9', '68.20.1', '81.10', '81.21', '81.21.1', '81.21.9', '81.29', '81.29.1', '81.29.2', '81.29.9', '96.01']",10000,"Алтайский край,
Г.О. ГОРОД БАРНАУЛ,
Г БАРНАУЛ",25.03.2021,0,0,0,0,0,22,0,0
1216300015656,6321467944,1074.0,9494.0,984.0,0.0,ООО,"['22.19.7', '22.23', '25.11', '43.21', '46.14.9', '49.42', '71.20', '82.99']",10000,"Самарская область,
Г.О. ТОЛЬЯТТИ,
Г ТОЛЬЯТТИ",29.03.2021,0,0,0,0,0,63,0,0
1211600025438,1658231383,0.0,0.0,0.0,0.0,ООО,"['46.73', '19.20', '22.19', '22.19.7', '41.20', '43.11', '43.12.1', '43.12.3', '43.21', '43.39', '43.91', '43.99', '46.11', '46.12', '46.12.1', '46.12.3', '46.13', '46.13.2', '46.14', '46.15', '46.16', '46.17', '46.18', '46.19', '46.21', '46.21.2', '46.22', '46.23', '46.24', '46.31', '46.31.1', '46.32', '46.32.3', '46.33', '46.34', '46.35', '46.36', '46.37', '46.38', '46.39', '46.41', '46.41.2', '46.42', '46.43', '46.44', '46.45', '46.46', '46.49', '46.61', '46.62', '46.63', '46.64', '46.66', '46.69', '46.69.5', '46.71', '46.72', '46.74', '46.75', '46.75.2', '46.76', '46.77', '46.90', '47.11', '47.19', '47.21', '47.22', '47.23', '47.24', '47.25', '47.26', '47.29', '47.30', '47.43', '47.51', '47.52', '47.54', '47.59', '47.61', '47.71', '47.71.1', '47.72', '47.73', '47.74', '47.75', '47.78', '47.78.9', '47.79', '47.81', '47.91', '47.99', '49.10', '49.20', '49.32', '49.41', '49.50.1', '52.10', '52.21', '52.21.1', '52.24', '52.29', '56.10', '56.10.1', '56.10.3', '62.01', '62.02', '64.91', '64.99.2', '68.20', '69.10', '69.20', '70.10.1', '70.10.2', '70.22', '73.20', '77.11', '77.32', '77.33', '77.39.1', '77.39.11', '77.39.12', '77.39.2', '77.39.27', '77.39.29', '79.11', '79.90.2', '79.90.3', '82.99', '93.29']",10000,"Республика Татарстан (Татарстан),
Г.О. ГОРОД КАЗАНЬ,
Г КАЗАНЬ",02.04.2021,0,0,0,0,0,16,0,0
1217700163570,9724043982,0.0,0.0,0.0,0.0,ООО,"['47.99.1', '13.30', '13.91', '13.92', '13.93', '13.94.1', '13.95', '13.96', '13.99', '14.11', '14.12.2', '14.13', '14.14', '14.19.1', '14.19.11', '14.19.12', '14.19.13', '14.19.19', '14.19.2', '14.19.21', '14.19.22', '14.19.23', '14.19.3', '14.19.31', '14.19.32', '14.19.5', '14.20.2', '14.31.2', '14.39', '15.12', '15.20.4', '15.20.41', '15.20.42', '15.20.5', '16.29.1', '16.29.12', '16.29.13', '16.29.14', '16.29.2', '16.29.21', '16.29.22', '16.29.23', '16.29.3', '17.21', '17.29', '18.12', '18.14', '18.20', '22.19.6', '22.19.7', '22.29.1', '22.29.2', '23.49.9', '23.69', '25.99.2', '25.99.22', '25.99.24', '25.99.25', '25.99.3', '31.09.2', '32.13', '32.30', '32.40', '32.99.1', '32.99.2', '32.99.3', '32.99.4', '32.99.6', '32.99.7', '32.99.8', '32.99.9', '33.19', '33.20', '41.10', '42.22.2', '42.22.3', '42.99', '43.12.1', '43.12.3', '43.29', '43.31', '43.32', '43.33', '43.34', '43.39', '43.91', '43.99', '45.11.1', '45.11.3', '45.11.31', '45.11.39', '45.11.4', '45.11.41', '45.11.49', '45.19.1', '45.19.3', '45.19.31', '45.19.39', '45.19.4', '45.19.41', '45.19.49', '45.20.3', '45.31', '45.32.2', '45.32.21', '45.32.22', '45.32.29', '45.40.1', '45.40.3', '45.40.4', '46.16', '46.19', '46.41', '46.42', '46.47', '46.49.4', '46.49.42', '46.51', '46.65', '46.66', '46.76.1', '46.76.2', '46.76.3', '46.90', '47.19', '47.51.1', '47.51.2', '47.71.2', '47.71.3', '47.71.4', '47.71.5', '47.71.6', '47.71.7', '47.71.8', '47.72.1', '47.72.2', '47.82', '47.89', '47.91.1', '47.91.2', '47.91.4', '47.99.2', '47.99.5', '52.10.9', '52.29', '53.20.29', '53.20.3', '53.20.31', '53.20.39', '55.90', '58.19', '58.21', '58.29', '62.01', '62.02.9', '62.03', '62.09', '63.11.1', '63.12', '63.91', '63.99', '66.19.4', '68.10', '68.20.1', '68.20.2', '68.31', '69.10', '69.20.2', '69.20.3', '70.22', '72.20.1', '74.90.1', '74.90.2', '74.90.21', '74.90.22', '74.90.23', '74.90.25', '74.90.3', '74.90.6', '74.90.8', '74.90.92', '77.11', '77.12', '77.21', '77.29.9', '77.31', '77.32', '77.33', '77.39.1', '77.39.11', '77.39.2', '77.39.21', '77.39.23', '77.39.25', '77.39.27', '77.39.29', '78.10', '78.30', '79.90.1', '79.90.2', '79.90.21', '79.90.3', '79.90.32', '85.41.1', '85.41.9', '90.02', '90.03', '93.12', '93.19', '93.29.1', '93.29.2', '93.29.9', '95.11', '96.01', '96.09']",30000,Г.Москва,07.04.2021,0,0,0,0,0,97,0,0
1216600019932,6658543159,0.0,0.0,0.0,0.0,ООО,"['22.19.2', '22.11', '22.19', '22.19.1', '22.19.3', '22.19.4', '22.19.5', '22.19.6', '22.19.7', '22.21', '22.22', '22.23', '22.29', '22.29.1', '22.29.2', '22.29.3', '22.29.9']",70000,"Свердловская область,
Г.О. ГОРОД ЕКАТЕРИНБУРГ,
Г ЕКАТЕРИНБУРГ",05.04.2021,0,0,0,0,0,66,0,0
1211600026538,1655455850,0.0,0.0,0.0,0.0,ООО,"['23.13', '22.19', '22.19.7', '22.29', '23.11', '23.12', '23.14']",10000,"Республика Татарстан (Татарстан),
Г.О. ГОРОД КАЗАНЬ,
Г КАЗАНЬ",07.04.2021,0,0,0,0,0,16,0,0
1213400003860,3435140841,0.0,0.0,0.0,0.0,ООО,"['20.17', '22.19.1', '22.19.2', '22.19.3', '22.19.4', '22.19.5', '22.19.6', '22.19.7', '23.99', '25.61', '25.62', '41.20', '42.99', '46.76', '46.90']",10000,"Волгоградская область,
Г.О. ГОРОД ВОЛЖСКИЙ,
Г ВОЛЖСКИЙ",08.04.2021,0,0,0,0,0,34,0,0
1211800007077,1831201822,0.0,0.0,0.0,0.0,ООО,"['22.19.7', '22.29.2', '25.11', '25.50.1', '25.61', '25.62', '25.71', '25.73', '25.93.1', '25.99.29', '25.99.3', '27.90.9', '28.12.1', '28.99.9', '31.01', '31.09.1', '33.11', '33.12', '33.14', '33.19', '41.20', '46.47.1', '46.49.1', '46.49.49', '46.90']",10000,"Удмуртская Республика,
Г.О. ГОРОД ИЖЕВСК,
Г ИЖЕВСК",12.04.2021,0,0,0,0,0,18,0,0
1212600005331,2626050227,6.0,0.0,0.0,0.0,ООО,"['22.19.3', '22.19.7', '22.21', '22.22', '22.23', '22.29', '22.29.2', '25.92', '25.99.11', '25.99.2', '28.14', '28.29.12', '46.73.3', '46.73.6', '46.74.2', '46.74.3', '46.90', '47.52.1', '47.52.5', '47.52.7', '47.59.9', '47.78.9', '47.89.1', '47.89.2', '47.91.2', '47.99.1', '47.99.5']",10000,"Ставропольский край,
Г.О. ГОРОД-КУРОРТ ЕССЕНТУКИ,
Г ЕССЕНТУКИ",05.05.2021,0,0,0,0,0,26,0,0
1218600005007,8603244403,0.0,0.0,0.0,0.0,ООО,"['25.62', '22.19.3', '22.19.7', '22.29.9', '25.50.1', '25.61', '71.12.12', '72.19.9']",10000,"Ханты-Мансийский автономный округ -
Югра,
Г.О. ГОРОД НИЖНЕВАРТОВСК,
Г НИЖНЕВАРТОВСК",06.05.2021,0,0,0,0,0,86,0,0
